YEAR,MO,DY,HR,PRECTOTCORR,T2M,T2MDEW
2022,4,11,19,0.0,7.94,6.63

2022,4,11,20,0.0,7.59,6.52

2022,4,11,21,0.0,7.05,6.44

2022,4,11,22,0.0,6.54,6.28

2022,4,11,23,0.0,6.15,6.08

2022,4,12,0,0.0,6.17,5.9

2022,4,12,1,0.0,6.19,5.83

2022,4,12,2,0.0,6.22,5.76

2022,4,12,3,0.0,6.1,5.69

2022,4,12,4,0.05,6.22,5.7

2022,4,12,5,0.11,6.38,5.75

2022,4,12,6,0.0,7.5,6.26

2022,4,12,7,0.0,9.48,7.09

2022,4,12,8,0.1,11.46,8.3

2022,4,12,9,0.28,11.86,9.3

2022,4,12,10,0.03,13.98,9.93

2022,4,12,11,0.0,16.62,10.47

2022,4,12,12,0.0,17.88,10.73

2022,4,12,13,0.0,18.52,10.87

2022,4,12,14,0.0,19.06,10.76

2022,4,12,15,0.0,18.52,11.27

2022,4,12,16,0.0,17.83,11.91

2022,4,12,17,0.0,16.07,12.94

2022,4,12,18,0.0,12.67,10.53

2022,4,12,19,0.0,11.55,9.46

2022,4,12,20,0.0,10.97,8.94

2022,4,12,21,0.0,10.05,7.9

2022,4,12,22,0.0,9.51,6.87

2022,4,12,23,0.0,8.48,6.4

2022,4,13,0,0.0,7.62,6.45

2022,4,13,1,0.0,6.69,5.49

2022,4,13,2,0.0,6.05,4.46

2022,4,13,3,0.0,5.82,3.79

2022,4,13,4,0.0,5.91,3.24

2022,4,13,5,0.0,6.03,3.47

2022,4,13,6,0.0,8.43,6.37

2022,4,13,7,0.0,10.61,6.65

2022,4,13,8,0.0,12.69,8.12

2022,4,13,9,0.0,15.17,9.46

2022,4,13,10,0.0,16.89,10.51

2022,4,13,11,0.0,17.99,11.3

2022,4,13,12,0.0,18.61,11.8

2022,4,13,13,0.0,18.84,12.22

2022,4,13,14,0.0,18.82,12.51

2022,4,13,15,0.0,18.23,12.81

2022,4,13,16,0.01,16.81,13.19

2022,4,13,17,0.0,15.03,13.05

2022,4,13,18,0.0,13.42,12.26

2022,4,13,19,0.01,12.19,11.39

2022,4,13,20,0.01,11.2,10.71

2022,4,13,21,0.01,10.39,10.14

2022,4,13,22,0.0,9.91,9.81

2022,4,13,23,0.0,9.79,9.75

2022,4,14,0,0.0,9.55,9.55

2022,4,14,1,0.0,9.73,9.73

2022,4,14,2,0.01,9.82,9.79

2022,4,14,3,0.0,9.82,9.82

2022,4,14,4,0.0,10.13,10.13

2022,4,14,5,0.0,11.31,11.31

2022,4,14,6,0.0,14.15,13.42

2022,4,14,7,0.0,16.21,14.68

2022,4,14,8,0.0,18.33,15.85

2022,4,14,9,0.0,20.34,17.01

2022,4,14,10,0.0,22.16,17.37

2022,4,14,11,0.0,23.07,17.18

2022,4,14,12,0.0,23.68,16.97

2022,4,14,13,0.01,23.95,16.94

2022,4,14,14,0.03,22.95,17.23

2022,4,14,15,0.23,20.94,17.35

2022,4,14,16,0.97,18.65,17.04

2022,4,14,17,2.0,17.48,16.6

2022,4,14,18,1.19,16.04,14.55

2022,4,14,19,1.98,14.24,12.05

2022,4,14,20,8.97,12.44,10.35

2022,4,14,21,3.74,10.47,8.51

2022,4,14,22,0.05,9.81,7.96

2022,4,14,23,0.0,9.44,7.62

2022,4,15,0,0.0,8.91,6.87

2022,4,15,1,0.0,7.7,6.29

2022,4,15,2,0.0,6.95,5.79

2022,4,15,3,0.0,6.21,5.01

2022,4,15,4,0.0,5.63,4.36

2022,4,15,5,0.0,5.37,4.01

2022,4,15,6,0.0,7.73,4.86

2022,4,15,7,0.0,10.05,5.85

2022,4,15,8,0.0,13.19,4.88

2022,4,15,9,0.0,14.62,3.16

2022,4,15,10,0.0,15.42,2.88

2022,4,15,11,0.0,16.23,2.79

2022,4,15,12,0.0,16.76,2.95

2022,4,15,13,0.0,16.94,3.76

2022,4,15,14,0.0,16.72,4.82

2022,4,15,15,0.0,16.08,6.09

2022,4,15,16,0.0,15.01,7.47

2022,4,15,17,0.0,13.4,7.96

2022,4,15,18,0.0,11.55,7.81

2022,4,15,19,0.0,10.24,7.7

2022,4,15,20,0.0,9.26,7.43

2022,4,15,21,0.0,8.58,7.15

2022,4,15,22,0.0,8.29,7.01

2022,4,15,23,0.0,8.12,6.82

2022,4,16,0,0.0,8.24,6.6

2022,4,16,1,0.0,8.62,6.3

2022,4,16,2,0.0,8.82,6.3

2022,4,16,3,0.0,9.0,6.44

2022,4,16,4,0.0,8.98,6.66

2022,4,16,5,0.0,9.24,7.14

2022,4,16,6,0.0,9.85,7.83

2022,4,16,7,0.0,10.48,8.55

2022,4,16,8,0.0,11.38,9.17

2022,4,16,9,0.0,13.02,9.47

2022,4,16,10,0.0,14.84,9.9

2022,4,16,11,0.0,16.31,10.49

2022,4,16,12,0.0,17.44,10.83

2022,4,16,13,0.01,17.62,10.98

2022,4,16,14,0.04,17.45,11.32

2022,4,16,15,0.08,16.66,11.65

2022,4,16,16,0.16,15.37,11.91

2022,4,16,17,0.5,13.78,12.0

2022,4,16,18,3.55,12.28,11.59

2022,4,16,19,7.58,10.88,10.37

2022,4,16,20,3.75,8.36,7.34

2022,4,16,21,2.33,5.22,3.73

2022,4,16,22,1.08,4.17,2.83

2022,4,16,23,0.46,4.48,3.18

2022,4,17,0,0.48,4.58,3.54

2022,4,17,1,0.18,4.31,3.65

2022,4,17,2,0.01,3.84,3.44

2022,4,17,3,0.0,3.27,2.98

2022,4,17,4,0.0,3.08,2.54

2022,4,17,5,0.0,3.12,2.13

2022,4,17,6,0.0,4.23,2.43

2022,4,17,7,0.0,4.92,0.55

2022,4,17,8,0.0,5.51,-1.03

2022,4,17,9,0.0,6.26,-1.85

2022,4,17,10,0.0,6.84,-2.31

2022,4,17,11,0.0,7.22,-2.31

2022,4,17,12,0.0,7.43,-2.13

2022,4,17,13,0.0,7.44,-1.92

2022,4,17,14,0.0,7.36,-1.84

2022,4,17,15,0.0,7.39,-1.78

2022,4,17,16,0.0,7.15,-1.65

2022,4,17,17,0.0,6.25,-0.98

2022,4,17,18,0.0,4.33,0.06

2022,4,17,19,0.0,3.21,0.22

2022,4,17,20,0.0,2.32,0.16

2022,4,17,21,0.0,1.39,-0.12

2022,4,17,22,0.0,0.84,-0.47

2022,4,17,23,0.0,0.51,-0.77

2022,4,18,0,0.0,0.17,-1.01

2022,4,18,1,0.0,-0.21,-1.13

2022,4,18,2,0.0,-0.6,-1.17

2022,4,18,3,0.0,-0.98,-1.24

2022,4,18,4,0.0,-1.33,-1.4

2022,4,18,5,0.0,-1.05,-1.34

2022,4,18,6,0.0,1.96,-0.27

2022,4,18,7,0.0,5.02,0.82

2022,4,18,8,0.0,7.76,-0.4

2022,4,18,9,0.0,8.81,-0.51

2022,4,18,10,0.0,9.51,-0.09

2022,4,18,11,0.0,9.58,0.23

2022,4,18,12,0.0,9.01,0.42

2022,4,18,13,0.0,8.15,0.73

2022,4,18,14,0.0,7.32,1.13

2022,4,18,15,0.0,6.77,1.57

2022,4,18,16,0.01,6.38,2.15

2022,4,18,17,0.1,5.7,2.7

2022,4,18,18,0.57,5.12,3.22

2022,4,18,19,0.83,4.8,3.48

2022,4,18,20,0.76,4.69,3.57

2022,4,18,21,2.75,4.69,3.63

2022,4,18,22,8.32,4.15,3.4

2022,4,18,23,13.06,3.56,3.05

2022,4,19,0,12.92,3.77,3.5

2022,4,19,1,7.33,5.1,5.1

2022,4,19,2,2.33,6.91,6.91

2022,4,19,3,0.72,7.54,7.54

2022,4,19,4,0.42,6.38,6.38

2022,4,19,5,0.18,4.73,4.66

2022,4,19,6,0.06,3.33,2.85

2022,4,19,7,0.01,3.03,1.91

2022,4,19,8,0.0,4.12,1.87

2022,4,19,9,0.0,5.69,1.94

2022,4,19,10,0.0,6.8,1.73

2022,4,19,11,0.0,7.56,1.42

2022,4,19,12,0.0,7.97,1.12

2022,4,19,13,0.01,8.32,1.13

2022,4,19,14,0.02,8.31,1.32

2022,4,19,15,0.01,8.1,1.46

2022,4,19,16,0.01,7.62,1.65

2022,4,19,17,0.0,6.72,2.02

2022,4,19,18,0.0,5.45,2.3

2022,4,19,19,0.0,4.71,2.22

2022,4,19,20,0.0,4.32,2.01

2022,4,19,21,0.0,3.88,1.73

2022,4,19,22,0.0,3.55,1.41

2022,4,19,23,0.0,3.32,1.22

2022,4,20,0,0.0,3.2,1.2

2022,4,20,1,0.0,3.15,1.23

2022,4,20,2,0.0,3.03,1.23

2022,4,20,3,0.0,2.9,1.14

2022,4,20,4,0.0,2.62,1.01

2022,4,20,5,0.0,2.54,0.94

2022,4,20,6,0.0,4.0,1.54

2022,4,20,7,0.0,5.9,1.59

2022,4,20,8,0.0,7.45,1.01

2022,4,20,9,0.0,8.67,0.46

2022,4,20,10,0.0,9.78,0.48

2022,4,20,11,0.0,10.78,0.94

2022,4,20,12,0.0,11.62,1.4

2022,4,20,13,0.0,12.23,1.7

2022,4,20,14,0.0,12.55,1.95

2022,4,20,15,0.0,12.54,2.21

2022,4,20,16,0.0,12.18,2.98

2022,4,20,17,0.0,11.11,5.31

2022,4,20,18,0.0,8.67,3.98

2022,4,20,19,0.0,7.04,2.99

2022,4,20,20,0.0,5.48,3.07

2022,4,20,21,0.0,4.61,2.95

2022,4,20,22,0.0,4.19,2.88

2022,4,20,23,0.0,4.17,3.07

2022,4,21,0,0.0,3.8,3.29

2022,4,21,1,0.0,3.21,3.21

2022,4,21,2,0.0,3.01,3.01

2022,4,21,3,0.0,3.09,3.09

2022,4,21,4,0.01,3.2,3.2

2022,4,21,5,0.01,4.21,4.21

2022,4,21,6,0.01,6.74,6.24

2022,4,21,7,0.0,8.48,6.94

2022,4,21,8,0.0,10.8,7.32

2022,4,21,9,0.0,12.23,7.06

2022,4,21,10,0.0,12.26,6.83

2022,4,21,11,0.0,12.67,6.94

2022,4,21,12,0.0,13.04,6.95

2022,4,21,13,0.0,12.72,6.92

2022,4,21,14,0.0,12.26,7.21

2022,4,21,15,0.0,11.63,7.56

2022,4,21,16,0.01,11.05,7.96

2022,4,21,17,0.01,10.37,8.29

2022,4,21,18,0.0,9.64,8.37

2022,4,21,19,0.0,9.21,8.26

2022,4,21,20,0.0,9.17,8.15

2022,4,21,21,0.0,9.29,8.23

2022,4,21,22,0.0,9.25,8.37

2022,4,21,23,0.0,8.91,8.4

2022,4,22,0,0.0,8.61,8.48

2022,4,22,1,0.0,7.98,7.98

2022,4,22,2,0.0,7.74,7.74

2022,4,22,3,0.0,7.9,7.9

2022,4,22,4,0.0,7.9,7.9

2022,4,22,5,0.0,8.37,8.37

2022,4,22,6,0.0,10.63,9.46

2022,4,22,7,0.0,12.76,9.73

2022,4,22,8,0.0,13.85,8.35

2022,4,22,9,0.0,14.5,7.43

2022,4,22,10,0.0,14.95,6.54

2022,4,22,11,0.0,15.49,5.92

2022,4,22,12,0.0,16.02,5.78

2022,4,22,13,0.0,16.41,5.92

2022,4,22,14,0.0,16.51,6.27

2022,4,22,15,0.0,16.26,6.68

2022,4,22,16,0.0,15.62,7.34

2022,4,22,17,0.0,14.05,8.96

2022,4,22,18,0.0,11.05,8.45

2022,4,22,19,0.0,9.65,7.53

2022,4,22,20,0.0,8.85,6.94

2022,4,22,21,0.0,8.04,6.21

2022,4,22,22,0.0,7.55,5.58

2022,4,22,23,0.0,6.91,5.12

2022,4,23,0,0.0,6.18,4.76

2022,4,23,1,0.0,5.61,4.48

2022,4,23,2,0.0,5.08,4.29

2022,4,23,3,0.0,4.42,3.95

2022,4,23,4,0.0,3.99,3.65

2022,4,23,5,0.0,4.23,3.46

2022,4,23,6,0.0,6.33,3.84

2022,4,23,7,0.0,9.16,4.09

2022,4,23,8,0.0,11.95,2.55

2022,4,23,9,0.0,13.47,1.75

2022,4,23,10,0.0,14.62,2.51

2022,4,23,11,0.0,15.44,3.64

2022,4,23,12,0.0,15.79,4.87

2022,4,23,13,0.0,16.18,5.97

2022,4,23,14,0.04,15.88,6.76

2022,4,23,15,0.06,15.01,7.62

2022,4,23,16,0.23,13.79,8.96

2022,4,23,17,0.81,12.14,9.44

2022,4,23,18,0.29,10.51,9.17

2022,4,23,19,0.06,9.66,8.75

2022,4,23,20,0.07,9.3,8.51

2022,4,23,21,0.31,9.04,8.39

2022,4,23,22,1.27,9.13,8.58

2022,4,23,23,1.12,9.14,8.46

2022,4,24,0,0.29,8.95,8.37

2022,4,24,1,0.01,8.73,8.28

2022,4,24,2,0.0,7.69,7.57

2022,4,24,3,0.0,7.52,7.41

2022,4,24,4,0.0,7.58,7.34

2022,4,24,5,0.01,8.12,7.55

2022,4,24,6,0.01,9.38,8.09

2022,4,24,7,0.01,10.58,8.18

2022,4,24,8,0.01,11.63,6.65

2022,4,24,9,0.0,12.73,5.38

2022,4,24,10,0.0,13.9,5.38

2022,4,24,11,0.0,14.51,5.92

2022,4,24,12,0.0,14.7,6.29

2022,4,24,13,0.0,14.62,6.48

2022,4,24,14,0.0,14.22,6.48

2022,4,24,15,0.0,13.5,6.3

2022,4,24,16,0.0,12.51,5.98

2022,4,24,17,0.0,10.99,5.72

2022,4,24,18,0.0,8.79,5.75

2022,4,24,19,0.0,7.22,5.24

2022,4,24,20,0.0,6.45,4.87

2022,4,24,21,0.0,5.87,4.59

2022,4,24,22,0.0,5.47,4.36

2022,4,24,23,0.0,5.22,4.08

2022,4,25,0,0.0,5.0,3.92

2022,4,25,1,0.0,4.84,3.85

2022,4,25,2,0.0,4.71,3.75

2022,4,25,3,0.0,4.55,3.65

2022,4,25,4,0.0,4.3,3.63

2022,4,25,5,0.0,4.98,4.12

2022,4,25,6,0.0,7.47,4.61

2022,4,25,7,0.0,9.3,3.17

2022,4,25,8,0.0,10.69,2.25

2022,4,25,9,0.0,11.8,2.49

2022,4,25,10,0.0,12.55,2.72

2022,4,25,11,0.0,13.21,3.01

2022,4,25,12,0.0,13.61,3.08

2022,4,25,13,0.0,13.76,3.21

2022,4,25,14,0.0,13.66,3.39

2022,4,25,15,0.0,13.26,3.6

2022,4,25,16,0.0,12.49,3.9

2022,4,25,17,0.0,11.33,4.99

2022,4,25,18,0.0,9.79,6.62

2022,4,25,19,0.0,8.88,6.5

2022,4,25,20,0.0,8.44,6.05

2022,4,25,21,0.0,8.2,6.19

2022,4,25,22,0.01,8.17,6.53

2022,4,25,23,0.01,8.15,6.83

2022,4,26,0,0.0,8.11,7.08

2022,4,26,1,0.01,8.1,7.26

2022,4,26,2,0.02,8.12,7.4

2022,4,26,3,0.06,8.26,7.58

2022,4,26,4,0.12,8.41,7.81

2022,4,26,5,0.16,8.62,8.08

2022,4,26,6,0.16,9.57,8.82

2022,4,26,7,0.18,10.96,9.9

2022,4,26,8,0.22,12.55,10.97

2022,4,26,9,0.23,14.15,11.93

2022,4,26,10,0.25,15.3,12.71

2022,4,26,11,0.23,16.19,13.19

2022,4,26,12,0.22,16.94,13.51

2022,4,26,13,0.22,17.26,13.65

2022,4,26,14,0.19,17.28,13.68

2022,4,26,15,0.17,16.96,13.64

2022,4,26,16,0.11,16.42,13.58

2022,4,26,17,0.11,15.76,13.83

2022,4,26,18,0.47,14.3,13.4

2022,4,26,19,0.85,13.44,12.86

2022,4,26,20,0.56,13.11,12.69

2022,4,26,21,0.52,12.76,12.38

2022,4,26,22,0.39,12.23,11.99

2022,4,26,23,0.15,11.76,11.55

2022,4,27,0,0.05,11.33,11.14

2022,4,27,1,0.11,10.84,10.6

2022,4,27,2,0.11,10.4,9.79

2022,4,27,3,0.03,9.29,8.1

2022,4,27,4,0.0,8.07,6.74

2022,4,27,5,0.0,7.12,5.73

2022,4,27,6,0.0,7.52,5.12

2022,4,27,7,0.0,8.64,4.31

2022,4,27,8,0.01,9.83,3.89

2022,4,27,9,0.02,10.56,3.53

2022,4,27,10,0.07,10.86,3.41

2022,4,27,11,0.1,10.83,3.29

2022,4,27,12,0.04,10.69,2.85

2022,4,27,13,0.02,10.62,2.2

2022,4,27,14,0.01,10.39,1.71

2022,4,27,15,0.01,9.98,1.55

2022,4,27,16,0.0,9.18,1.41

2022,4,27,17,0.0,8.01,1.13

2022,4,27,18,0.0,6.25,1.02

2022,4,27,19,0.0,4.82,0.85

2022,4,27,20,0.0,3.9,0.5

2022,4,27,21,0.0,3.15,0.02

2022,4,27,22,0.0,2.53,-0.38

2022,4,27,23,0.0,2.03,-0.56

2022,4,28,0,0.0,1.64,-0.58

2022,4,28,1,0.0,1.37,-0.56

2022,4,28,2,0.0,1.48,-0.43

2022,4,28,3,0.0,1.8,-0.26

2022,4,28,4,0.0,1.86,-0.28

2022,4,28,5,0.0,1.85,-0.39

2022,4,28,6,0.0,3.05,-0.47

2022,4,28,7,0.0,4.32,-1.1

2022,4,28,8,0.0,5.31,-1.83

2022,4,28,9,0.0,6.63,-1.73

2022,4,28,10,0.0,7.92,-1.22

2022,4,28,11,0.0,9.18,-0.79

2022,4,28,12,0.0,10.11,-0.8

2022,4,28,13,0.0,10.68,-1.04

2022,4,28,14,0.0,10.83,-1.14

2022,4,28,15,0.0,10.49,-1.0

2022,4,28,16,0.0,9.69,-0.9

2022,4,28,17,0.0,8.47,-0.66

2022,4,28,18,0.0,6.68,-0.13

2022,4,28,19,0.0,5.25,0.08

2022,4,28,20,0.0,4.4,0.14

2022,4,28,21,0.0,3.65,0.13

2022,4,28,22,0.0,2.87,0.08

2022,4,28,23,0.0,2.22,0.04

2022,4,29,0,0.0,1.74,-0.08

2022,4,29,1,0.0,1.25,-0.27

2022,4,29,2,0.0,0.97,-0.48

2022,4,29,3,0.0,0.87,-0.74

2022,4,29,4,0.0,0.59,-1.01

2022,4,29,5,0.0,0.77,-1.07

2022,4,29,6,0.0,2.69,-0.6

2022,4,29,7,0.0,5.24,-1.23

2022,4,29,8,0.0,7.11,-2.21

2022,4,29,9,0.0,8.76,-2.49

2022,4,29,10,0.0,10.33,-2.08

2022,4,29,11,0.0,11.7,-1.27

2022,4,29,12,0.0,12.64,-0.55

2022,4,29,13,0.0,13.15,0.08

2022,4,29,14,0.0,13.28,0.63

2022,4,29,15,0.0,13.05,1.15

2022,4,29,16,0.0,12.44,1.76

2022,4,29,17,0.0,11.08,2.91

2022,4,29,18,0.0,8.74,3.37

2022,4,29,19,0.0,7.17,2.97

2022,4,29,20,0.0,6.26,2.78

2022,4,29,21,0.0,5.37,2.59

2022,4,29,22,0.0,4.64,2.32

2022,4,29,23,0.0,4.13,1.89

2022,4,30,0,0.0,3.66,1.54

2022,4,30,1,0.0,3.08,1.31

2022,4,30,2,0.0,2.48,1.08

2022,4,30,3,0.0,1.9,0.82

2022,4,30,4,0.0,1.35,0.51

2022,4,30,5,0.0,1.7,0.45

2022,4,30,6,0.0,4.03,0.86

2022,4,30,7,0.0,7.35,1.23

2022,4,30,8,0.0,10.7,-0.48

2022,4,30,9,0.0,12.15,-0.56

2022,4,30,10,0.0,13.29,-0.13

2022,4,30,11,0.0,14.36,0.55

2022,4,30,12,0.0,15.26,1.17

2022,4,30,13,0.0,15.86,1.66

2022,4,30,14,0.0,16.15,2.12

2022,4,30,15,0.0,16.06,2.75

2022,4,30,16,0.0,15.93,3.33

2022,4,30,17,0.0,15.19,4.28

2022,4,30,18,0.0,13.3,3.21

2022,4,30,19,0.0,11.8,2.23

2022,4,30,20,0.0,10.65,2.6

2022,4,30,21,0.0,9.62,2.8

2022,4,30,22,0.0,8.62,2.99

2022,4,30,23,0.0,7.56,3.25

2022,5,1,0,0.0,6.55,3.38

2022,5,1,1,0.0,5.5,3.31

2022,5,1,2,0.0,4.48,3.12

2022,5,1,3,0.0,3.95,2.92

2022,5,1,4,0.0,3.23,2.72

2022,5,1,5,0.0,4.04,2.93

2022,5,1,6,0.0,6.73,3.81

2022,5,1,7,0.0,9.58,4.89

2022,5,1,8,0.0,13.11,4.12

2022,5,1,9,0.0,15.13,3.52

2022,5,1,10,0.0,16.69,3.11

2022,5,1,11,0.0,17.75,3.33

2022,5,1,12,0.0,18.38,3.96

2022,5,1,13,0.0,18.12,5.24

2022,5,1,14,0.0,17.8,6.06

2022,5,1,15,0.0,17.41,6.64

2022,5,1,16,0.0,16.49,7.89

2022,5,1,17,0.0,13.99,9.37

2022,5,1,18,0.0,11.67,9.29

2022,5,1,19,0.0,10.47,9.22

2022,5,1,20,0.01,9.85,9.19

2022,5,1,21,0.01,9.58,9.1

2022,5,1,22,0.01,9.6,9.08

2022,5,1,23,0.0,9.55,9.08

2022,5,2,0,0.0,9.36,8.94

2022,5,2,1,0.02,9.19,8.76

2022,5,2,2,0.06,9.27,8.69

2022,5,2,3,0.13,9.39,8.78

2022,5,2,4,0.09,9.45,8.87

2022,5,2,5,0.42,9.54,9.04

2022,5,2,6,1.1,10.01,9.37

2022,5,2,7,0.94,10.47,9.56

2022,5,2,8,0.29,10.87,9.51

2022,5,2,9,0.2,11.5,9.54

2022,5,2,10,0.29,11.96,9.69

2022,5,2,11,0.31,12.39,10.09

2022,5,2,12,0.29,12.65,10.47

2022,5,2,13,0.28,12.81,10.72

2022,5,2,14,0.28,12.78,10.88

2022,5,2,15,0.25,12.61,10.94

2022,5,2,16,0.14,12.36,10.88

2022,5,2,17,0.06,11.89,10.69

2022,5,2,18,0.04,10.98,10.38

2022,5,2,19,0.06,10.25,9.92

2022,5,2,20,0.03,9.9,9.57

2022,5,2,21,0.01,9.17,8.99

2022,5,2,22,0.0,8.19,8.19

2022,5,2,23,0.0,7.52,7.52

2022,5,3,0,0.0,7.17,7.17

2022,5,3,1,0.0,6.94,6.94

2022,5,3,2,0.0,6.76,6.76

2022,5,3,3,0.0,6.5,6.5

2022,5,3,4,0.0,6.08,6.08

2022,5,3,5,0.0,6.88,6.88

2022,5,3,6,0.0,8.94,8.11

2022,5,3,7,0.0,10.63,8.59

2022,5,3,8,0.0,12.51,8.67

2022,5,3,9,0.0,14.23,8.88

2022,5,3,10,0.0,15.62,9.16

2022,5,3,11,0.0,16.5,9.3

2022,5,3,12,0.0,17.4,9.48

2022,5,3,13,0.0,17.95,9.71

2022,5,3,14,0.0,17.76,9.97

2022,5,3,15,0.0,16.9,10.21

2022,5,3,16,0.0,15.48,10.3

2022,5,3,17,0.0,13.39,9.98

2022,5,3,18,0.0,11.62,9.47

2022,5,3,19,0.0,10.53,8.94

2022,5,3,20,0.0,9.89,8.62

2022,5,3,21,0.0,9.4,8.33

2022,5,3,22,0.0,8.94,8.01

2022,5,3,23,0.0,8.52,7.93

2022,5,4,0,0.01,8.33,7.94

2022,5,4,1,0.02,8.44,8.0

2022,5,4,2,0.02,8.41,8.05

2022,5,4,3,0.1,8.4,8.05

2022,5,4,4,0.88,8.44,8.05

2022,5,4,5,0.84,8.64,8.14

2022,5,4,6,0.14,8.97,8.37

2022,5,4,7,0.05,9.69,8.86

2022,5,4,8,0.05,10.85,9.53

2022,5,4,9,0.04,12.19,10.01

2022,5,4,10,0.14,13.2,10.17

2022,5,4,11,0.24,14.02,10.57

2022,5,4,12,0.18,14.73,11.14

2022,5,4,13,0.14,15.78,11.8

2022,5,4,14,0.3,16.33,12.44

2022,5,4,15,0.31,16.37,13.04

2022,5,4,16,0.08,16.58,13.61

2022,5,4,17,0.0,16.71,14.34

2022,5,4,18,0.01,15.58,13.3

2022,5,4,19,0.07,14.58,12.66

2022,5,4,20,0.14,14.1,12.76

2022,5,4,21,0.08,13.41,12.67

2022,5,4,22,0.02,12.83,12.22

2022,5,4,23,0.0,12.12,11.51

2022,5,5,0,0.0,11.41,10.85

2022,5,5,1,0.0,11.04,10.36

2022,5,5,2,0.0,10.75,10.05

2022,5,5,3,0.0,10.29,9.81

2022,5,5,4,0.01,9.62,9.49

2022,5,5,5,0.01,9.9,9.51

2022,5,5,6,0.0,11.6,10.15

2022,5,5,7,0.0,13.64,10.32

2022,5,5,8,0.0,15.37,9.6

2022,5,5,9,0.0,16.62,9.11

2022,5,5,10,0.0,17.71,8.98

2022,5,5,11,0.0,18.8,8.83

2022,5,5,12,0.0,19.67,8.66

2022,5,5,13,0.0,20.19,8.48

2022,5,5,14,0.0,20.54,8.39

2022,5,5,15,0.0,20.5,8.16

2022,5,5,16,0.0,20.24,9.82

2022,5,5,17,0.0,17.88,10.57

2022,5,5,18,0.0,15.78,10.1

2022,5,5,19,0.0,13.73,10.29

2022,5,5,20,0.0,12.46,10.65

2022,5,5,21,0.0,11.75,10.71

2022,5,5,22,0.0,11.37,10.71

2022,5,5,23,0.0,10.94,10.56

2022,5,6,0,0.0,10.85,10.56

2022,5,6,1,0.0,10.86,10.53

2022,5,6,2,0.0,10.83,10.46

2022,5,6,3,0.0,10.6,10.27

2022,5,6,4,0.01,10.48,10.19

2022,5,6,5,0.03,10.71,10.32

2022,5,6,6,0.09,11.69,11.14

2022,5,6,7,0.31,12.62,11.6

2022,5,6,8,0.57,14.09,12.34

2022,5,6,9,0.88,14.54,11.87

2022,5,6,10,1.04,14.42,11.51

2022,5,6,11,1.11,14.13,10.8

2022,5,6,12,1.14,13.52,9.93

2022,5,6,13,1.28,12.74,9.39

2022,5,6,14,1.28,12.06,9.03

2022,5,6,15,1.62,11.49,8.85

2022,5,6,16,2.03,10.9,8.88

2022,5,6,17,1.57,10.29,9.01

2022,5,6,18,1.69,9.8,9.08

2022,5,6,19,1.51,9.43,8.9

2022,5,6,20,1.46,9.23,8.76

2022,5,6,21,1.76,9.09,8.66

2022,5,6,22,1.63,9.05,8.6

2022,5,6,23,1.94,9.04,8.56

2022,5,7,0,3.05,9.02,8.51

2022,5,7,1,3.73,9.03,8.44

2022,5,7,2,3.66,8.94,8.15

2022,5,7,3,3.22,8.72,7.79

2022,5,7,4,3.18,8.56,7.51

2022,5,7,5,2.8,8.31,7.25

2022,5,7,6,2.02,8.29,7.15

2022,5,7,7,1.45,8.55,7.18

2022,5,7,8,1.06,9.23,7.28

2022,5,7,9,0.8,9.91,7.17

2022,5,7,10,0.92,10.44,7.1

2022,5,7,11,1.59,10.63,7.05

2022,5,7,12,2.46,10.7,6.99

2022,5,7,13,2.75,10.69,6.98

2022,5,7,14,2.39,10.23,6.77

2022,5,7,15,1.48,9.48,6.6

2022,5,7,16,0.53,8.87,6.45

2022,5,7,17,0.18,8.37,5.9

2022,5,7,18,0.07,7.68,4.99

2022,5,7,19,0.04,7.11,4.15

2022,5,7,20,0.03,6.85,3.59

2022,5,7,21,0.02,6.62,3.4

2022,5,7,22,0.01,6.38,3.52

2022,5,7,23,0.01,6.21,3.69

2022,5,8,0,0.01,6.02,3.81

2022,5,8,1,0.01,5.89,3.86

